order	lemma	pos	verdict	fix	why	gloss
569	pušenje	NOUN	ok			курение
570	dosaditi	VERB	ok			надоесть
571	seljak	NOUN	ok			крестьянин
574	ugled	NOUN	gloss	репутация	ugled — слово значит репутацию/честь, не просто «имя»	имя
581	mršav	ADJ	ok			худой
585	nadoknaditi	VERB	ok			компенсировать
587	tumor	NOUN	ok			опухоль
589	nastavnik	NOUN	ok			учитель
592	dostaviti	VERB	ok			передавать
595	okruženje	NOUN	ok			окрестность
596	brk	NOUN	ok			усы
598	proizvodnja	NOUN	gloss	производство	proizvodnja — основное значение производство, не «произведение»	произведение, производство
602	kletva	NOUN	ok			проклятие
604	ugodan	ADJ	gloss	приятный	ugodan — приятный, удобный; «уютный» — узкое значение	уютный
608	predsednica	NOUN	drop_name	predsednica — это женская форма титула, но в словаре для начинающего лучше общее слово		президент
610	nastava	NOUN	ok			преподавание
611	zagonetka	NOUN	ok			головоломка
618	zvono	NOUN	ok			колокол
620	prazno	ADV	gloss	впустую	prazno — наречие, означает пусто/впустую, не «бессодержательно»	бессодержательно
623	zadnjica	NOUN	ok			ягодица
624	roniti	VERB	ok			нырять
625	zaliv	NOUN	ok			бухта
627	rukopis	NOUN	gloss	рукопись	rukopis — письменный текст, не «почерк»	почерк
629	naokolo	ADV	ok			вокруг
630	nadimak	NOUN	ok			прозвище
634	obožavalac	NOUN	ok			поклонник
638	mužjak	NOUN	ok			самец
639	prah	NOUN	ok			пыль
643	tajnost	NOUN	gloss	секретность	tajnost — качество быть секретным, не «конспирация»	конспирация
654	špijunirati	VERB	ok			шпионить
656	čaroban	ADJ	gloss	волшебный	čaroban — волшебный, чарующий; «прелестный» — слишком узко	прелестный
657	varalica	NOUN	gloss	мошенник	varalica — человек, который обманывает; шарлатан — частный случай	жулик, шарлатан
658	suknja	NOUN	ok			юбка
661	napet	ADJ	ok			нервный
667	prizor	NOUN	gloss	сцена, вид	явление — слишком узко, prizor шире	явление
671	doušnik	NOUN	gloss	доносчик	ябеда — устаревший русский термин	ябеда
672	lozinka	NOUN	ok			пароль
674	obilazak	NOUN	gloss	объезд, обход	обращение не подходит	обращение
675	nepristojan	ADJ	ok			невежливый, неприличный
679	prihod	NOUN	gloss	доход, поступление	выручка — частный случай	выручка
683	puk	NOUN	ok			полк
684	verenik	NOUN	ok			жених
686	vukodlak	NOUN	ok			оборотень
688	trčanje	NOUN	ok			беготня
690	iskrenost	NOUN	ok			откровенность, честность
694	skroman	ADJ	ok			непритязательный
695	puter	NOUN	trap	сливочное масло	путается с путером (путер — путешествие)	масло
696	bombona	NOUN	ok			конфета
699	onamo	ADV	ok			туда
701	uskočiti	VERB	ok			подпрыгивать
702	upravljanje	NOUN	gloss	управление, руководство	администрирование звучит канцелярски	администрирование, менеджмент
704	šibica	NOUN	ok			спичка
708	zanimanje	NOUN	ok			профессия
709	orman	NOUN	ok			шкаф
711	krupan	ADJ	ok			грузный, тяжеловесный
712	kuga	NOUN	ok			чума
714	identifikacija	NOUN	gloss	идентификация, опознание	опознавание — архаично	опознавание
719	divljati	VERB	ok			бушевать
721	spasavanje	NOUN	ok			спасание
722	nepotreban	ADJ	ok			ненужный
729	zlostavljanje	NOUN	ok			буллинг
730	zločinac	NOUN	ok			злодей
737	neprijatan	ADJ	gloss	неприятный, неприветливый	неприветливый — слишком узко	неприветливый
740	izgovarati	VERB	ok			произносить
741	tvrd	ADJ	ok			твёрдый
744	prilog	NOUN	gloss	приложение, гарнир, добавок	вклад не подходит	вклад, гарнир, пожертвование
745	tužilaštvo	NOUN	ok			прокуратура
750	smjesta	ADV	gloss	сразу, немедленно	немедленно — архаично, лучше сразу	немедленно
752	bezobrazan	ADJ	ok			бесцеремонный
754	danju	ADV	ok			днём
755	postupati	VERB	ok			обращаться, относиться
757	nastavak	NOUN	gloss	продолжение, окончание	окончание не подходит	окончание
764	pucanje	NOUN	ok			стрельба
767	krajnji	ADJ	gloss	крайний, последний	оконечный — архаично	оконечный
768	ilegalan	ADJ	ok			незаконный, нелегальный
770	osramotiti	VERB	ok			запятнать, обесчестить, опозорить, опорочить
774	donacija	NOUN	ok			пожертвование
775	trbuh	NOUN	ok			живот
777	kičma	NOUN	ok			позвоночник
778	plin	NOUN	ok			газ
783	kan	NOUN	drop_name	канны — цветок	это растение, но в черногорском может быть нарицательным; проверь контекст	канны
784	slom	NOUN	ok			коллапс
789	poplava	NOUN	ok			наводнение
800	osuda	NOUN	ok			осуждение
814	bistar	ADJ	gloss	быстрый	швыдкий — опечатка в толковании	швыдкий
818	debi	NOUN	ok			дебют
824	stanovati	VERB	ok			жить
827	spadati	VERB	ok			относиться
828	obaveštenje	NOUN	gloss	уведомление, извещение	авизо — архаично	авизо
834	glasnik	NOUN	ok			посол
836	nedovoljno	ADV	ok			недостаточно
842	trećina	NOUN	gloss	треть	период не подходит	период
845	normala	NOUN	gloss	нормаль, перпендикуляр	перпендикуляр верен, но нормаль точнее	перпендикуляр
847	nepravda	NOUN	ok			несправедливость
849	toplina	NOUN	ok			тепло
850	uličica	NOUN	gloss	улочка, переулок	аллея не подходит	аллея
853	razumljiv	ADJ	ok			доходчивый, понятный
854	pohlepan	ADJ	ok			корыстолюбивый
855	ometanje	NOUN	ok			воспрепятствование, препятствование
862	vrlina	NOUN	ok			добродетель
868	policajka	NOUN	gloss	полицейская, женщина-полицейский	полицейский — мужской род	полицейский
869	guska	NOUN	gloss	гусыня	гусь — мужской род	гусь
870	nitkov	NOUN	gloss	подлец, мерзавец	злодей — слишком общее	злодей, негодяй
871	riti	VERB	ok			копать
877	igranka	NOUN	gloss	танцевальное мероприятие, вечеринка	танец — слишком узко	танец
878	povećavati	VERB	ok			умножать
882	opsesija	NOUN	ok			мания
885	tornado	NOUN	ok			смерч
887	uzrujan	ADJ	ok			возбуждённый
889	pojedinac	NOUN	gloss	отдельный человек, индивид	я — совсем не подходит	я
891	pohlepa	NOUN	ok			алчность, корыстолюбие
894	nezgodan	ADJ	ok			неудобный
895	uništavanje	NOUN	ok			уничтожение
897	demonstracija	NOUN	ok			манифестация
898	laganje	NOUN	ok			враньё
900	grašak	NOUN	ok			горох
907	žrtvovanje	NOUN	ok			жертвоприношение
908	slagalica	NOUN	ok			головоломка
912	manjak	NOUN	ok			дефицит
913	pratilac	NOUN	ok			компаньон
915	produkcija	NOUN	ok			производство
916	zapovest	NOUN	ok			приказ
923	očigledan	ADJ	gloss	очевидный	откровенный — неверный перевод	откровенный
927	gusar	NOUN	ok			пират
928	ustav	NOUN	ok			конституция
936	tkanina	NOUN	ok			материя
937	dirljiv	ADJ	ok			трогательный
938	odraz	NOUN	ok			отражение
943	sretati	VERB	ok			встречать
944	obuzdati	VERB	ok			укротить
945	prsluk	NOUN	ok			жилет
948	gaj	NOUN	ok			роща
949	paljenje	NOUN	ok			зажигание
950	sumnjičav	ADJ	ok			подозрительный
955	posmatranje	NOUN	gloss	наблюдение	наблюдательность — неверный перевод	наблюдательность
963	izvlačenje	NOUN	ok			жеребьёвка
967	zabeležiti	ADJ	gloss	извлечение	жеребьёвка — неверный перевод	фиксировать
970	neprihvatljiv	ADJ	ok			неприемлемый
972	usporavati	VERB	ok			замедлять
973	vrtoglavica	NOUN	ok			головокружение
974	osvajanje	NOUN	ok			завоевание
978	okrugao	ADJ	ok			круглый
982	katolički	ADJ	ok			католический
987	obaveštavati	VERB	ok			предупреждать, уведомлять
989	carina	NOUN	ok			таможня
990	lepak	NOUN	ok			клей
995	napamet	ADV	ok			наизусть
997	dodavati	VERB	gloss	добавлять	передавать — неверный перевод	передавать
999	kockar	NOUN	ok			картёжник
1000	glupav	ADJ	ok			глуповатый
1005	bundeva	NOUN	ok			тыква
1008	debeljko	NOUN	ok			жирдяй, толстяк
